"TimeUTC","timestampInMs","requestPath","requestMethod","requestQueryString","responseStatusCode","requestId","requestUserAgent","level","environment","branch","vercelCache","type","function","host","deploymentDomain","deploymentId","durationMs","region","maxMemoryUsed","memorySize","message","projectId","traceId","sessionId","invocationId","instanceId","concurrency"
"2025-11-24 18:15:42",1764008142232,"inventory.apexitsolutions.co/api/api/login","POST","",-1,"5pb2r-1764008139313-0efaf5a27116","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36","error","production","vercel-deploy","","lambda","/backend/server.js","inventory.apexitsolutions.co","inventory.apexitsolutions.co","dpl_6ibpUaJAQ8puz3gEFqiMitoA7zEy",-1,"iad1",-1,-1,"
User: postgres.yqzwfbufcmxzeqfbdlpf
SSL: true
SSL Reject Unauthorized: true
SSL Config: {
  ""require"": true,
  ""rejectUnauthorized"": true
}
[dotenv@17.2.3] injecting env (0) from backend/.env -- tip: 🛠️  run anywhere with `dotenvx run -- yourcommand`
[dotenv@17.2.3] injecting env (0) from .env -- tip: 🔄 add secrets lifecycle management: https://dotenvx.com/ops
[DEBUG] Database Configuration:
Dialect: postgres
Host: aws-1-ap-northeast-2.pooler.supabase.com
Port: 5432
Database: postgres
User: postgres.yqzwfbufcmxzeqfbdlpf
SSL: true
SSL Reject Unauthorized: true
SSL Config: {
  ""require"": true,
  ""rejectUnauthorized"": true
}
Error: Please install pg package manually
    at ConnectionManager._loadDialectModule (/var/task/backend/node_modules/sequelize/lib/dialects/abstract/connection-manager.js:55:15)
    at new ConnectionManager (/var/task/backend/node_modules/sequelize/lib/dialects/postgres/connection-manager.js:15:24)
    at new PostgresDialect (/var/task/backend/node_modules/sequelize/lib/dialects/postgres/index.js:13:30)
    at new Sequelize (/var/task/backend/node_modules/sequelize/lib/sequelize.js:194:20)
    at Object.<anonymous> (/var/task/backend/models/index.js:74:19)
    at Module.<anonymous> (/opt/rust/bytecode.js:2:1435)
    at A.l._compile (/opt/rust/bytecode.js:2:3182)
    at Object..js (node:internal/modules/cjs/loader:1839:10)
    at Module.load (node:internal/modules/cjs/loader:1441:32)
    at Function.<anonymous> (node:internal/modules/cjs/loader:1263:12)
Node.js process exited with exit status: 1. The logs above can help with debugging the issue.
[dotenv@17.2.3] injecting env (0) from backend/.env -- tip: 🔐 prevent committing .env to code: https://dotenvx.com/precommit
[dotenv@17.2.3] injecting env (0) from .env -- tip: ⚙️  load multiple .env files with { path: ['.env.local', '.env'] }
[DEBUG] Database Configuration:
Dialect: postgres
Host: aws-1-ap-northeast-2.pooler.supabase.com
Port: 5432
Database: postgres
User: postgres.yqzwfbufcmxzeqfbdlpf
SSL: true
SSL Reject Unauthorized: true
SSL Config: {
  ""require"": true,
  ""rejectUnauthorized"": true
}
[dotenv@17.2.3] injecting env (0) from backend/.env -- tip: ⚙️  specify custom .env file path with { path: '/custom/path/.env' }
[dotenv@17.2.3] injecting env (0) from .env -- tip: ✅ audit secrets and track compliance: https://dotenvx.com/ops
[DEBUG] Database Configuration:
Dialect: postgres
Host: aws-1-ap-northeast-2.pooler.supabase.com
Port: 5432
Database: postgres
User: postgres.yqzwfbufcmxzeqfbdlpf
SSL: true
SSL Reject Unauthorized: true
SSL Config: {
  ""require"": true,
  ""rejectUnauthorized"": true
}
Error: Please install pg package manually
    at ConnectionManager._loadDialectModule (/var/task/backend/node_modules/sequelize/lib/dialects/abstract/connection-manager.js:55:15)
    at new ConnectionManager (/var/task/backend/node_modules/sequelize/lib/dialects/postgres/connection-manager.js:15:24)
    at new PostgresDialect (/var/task/backend/node_modules/sequelize/lib/dialects/postgres/index.js:13:30)
    at new Sequelize (/var/task/backend/node_modules/sequelize/lib/sequelize.js:194:20)
    at Object.<anonymous> (/var/task/backend/models/index.js:74:19)
    at Module.<anonymous> (/opt/rust/bytecode.js:2:1435)
    at A.l._compile (/opt/rust/bytecode.js:2:3182)
    at Object..js (node:internal/modules/cjs/loader:1839:10)
    at Module.load (node:internal/modules/cjs/loader:1441:32)
    at Function.<anonymous> (node:internal/modules/cjs/loader:1263:12)
Node.js process exited with exit status: 1. The logs above can help with debugging the issue.","prj_lDoEi9FfSoQ7g3ULmUEpdLvMO42v","","","01KAVH86MQZESN1XQPD01SAKPD","",-1
"2025-11-24 18:15:40",1764008140146,"inventory.apexitsolutions.co/api/api/settings/business/public","GET","",-1,"2vnp5-1764008138982-27e7a24d00e8","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36","error","production","vercel-deploy","","lambda","/backend/server.js","inventory.apexitsolutions.co","inventory.apexitsolutions.co","dpl_6ibpUaJAQ8puz3gEFqiMitoA7zEy",-1,"iad1",-1,-1,"[dotenv@17.2.3] injecting env (0) from backend/.env -- tip: ⚙️  write to custom object with { processEnv: myObject }
[dotenv@17.2.3] injecting env (0) from .env -- tip: 🔐 prevent committing .env to code: https://dotenvx.com/precommit
[DEBUG] Database Configuration:
Dialect: postgres
Host: aws-1-ap-northeast-2.pooler.supabase.com
Port: 5432
Database: postgres
User: postgres.yqzwfbufcmxzeqfbdlpf
SSL: true
SSL Reject Unauthorized: true
SSL Config: {
  ""require"": true,
  ""rejectUnauthorized"": true
}
[dotenv@17.2.3] injecting env (0) from backend/.env -- tip: ⚙️  specify custom .env file path with { path: '/custom/path/.env' }
[dotenv@17.2.3] injecting env (0) from .env -- tip: 🔐 encrypt with Dotenvx: https://dotenvx.com
[DEBUG] Database Configuration:
Dialect: postgres
Host: aws-1-ap-northeast-2.pooler.supabase.com
Port: 5432
Database: postgres
User: postgres.yqzwfbufcmxzeqfbdlpf
SSL: true
SSL Reject Unauthorized: true
SSL Config: {
  ""require"": true,
  ""rejectUnauthorized"": true
}
Error: Please install pg package manually
    at ConnectionManager._loadDialectModule (/var/task/backend/node_modules/sequelize/lib/dialects/abstract/connection-manager.js:55:15)
    at new ConnectionManager (/var/task/backend/node_modules/sequelize/lib/dialects/postgres/connection-manager.js:15:24)
    at new PostgresDialect (/var/task/backend/node_modules/sequelize/lib/dialects/postgres/index.js:13:30)
    at new Sequelize (/var/task/backend/node_modules/sequelize/lib/sequelize.js:194:20)
    at Object.<anonymous> (/var/task/backend/models/index.js:74:19)
    at Module.<anonymous> (/opt/rust/bytecode.js:2:1435)
    at A.l._compile (/opt/rust/bytecode.js:2:3182)
    at Object..js (node:internal/modules/cjs/loader:1839:10)
    at Module.load (node:internal/modules/cjs/loader:1441:32)
    at Function.<anonymous> (node:internal/modules/cjs/loader:1263:12)
Node.js process exited with exit status: 1. The logs above can help with debugging the issue.","prj_lDoEi9FfSoQ7g3ULmUEpdLvMO42v","","","01KAVH86AERB8GF4YN9RJ22MV5","",-1
"2025-11-24 18:15:39",1764008139415,"inventory.apexitsolutions.co/api/api/login","POST","",500,"5pb2r-1764008139313-0efaf5a27116","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36","error","production","vercel-deploy","","lambda","/backend/server.js","inventory.apexitsolutions.co","inventory.apexitsolutions.co","dpl_6ibpUaJAQ8puz3gEFqiMitoA7zEy",1249,"iad1",145,2048,"","prj_lDoEi9FfSoQ7g3ULmUEpdLvMO42v","","","01KAVH86MQZESN1XQPD01SAKPD","",1
"2025-11-24 18:15:39",1764008139086,"inventory.apexitsolutions.co/api/api/settings/business/public","GET","",500,"2vnp5-1764008138982-27e7a24d00e8","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36","error","production","vercel-deploy","","lambda","/backend/server.js","inventory.apexitsolutions.co","inventory.apexitsolutions.co","dpl_6ibpUaJAQ8puz3gEFqiMitoA7zEy",1038,"iad1",143,2048,"","prj_lDoEi9FfSoQ7g3ULmUEpdLvMO42v","","","01KAVH86AERB8GF4YN9RJ22MV5","",1
"2025-11-24 18:15:37",1764008137764,"inventory.apexitsolutions.co/api/api/settings/business/public","GET","",-1,"vjt2l-1764008136390-f5a351fe08fc","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36","error","production","vercel-deploy","","lambda","/backend/server.js","inventory.apexitsolutions.co","inventory.apexitsolutions.co","dpl_6ibpUaJAQ8puz3gEFqiMitoA7zEy",-1,"iad1",-1,-1,"[dotenv@17.2.3] injecting env (0) from backend/.env -- tip: 📡 add observability to secrets: https://dotenvx.com/ops
[dotenv@17.2.3] injecting env (0) from .env -- tip: 🗂️ backup and recover secrets: https://dotenvx.com/ops
[DEBUG] Database Configuration:
Dialect: postgres
Host: aws-1-ap-northeast-2.pooler.supabase.com
Port: 5432
Database: postgres
User: postgres.yqzwfbufcmxzeqfbdlpf
SSL: true
SSL Reject Unauthorized: true
SSL Config: {
  ""require"": true,
  ""rejectUnauthorized"": true
}
[dotenv@17.2.3] injecting env (0) from backend/.env -- tip: 🗂️ backup and recover secrets: https://dotenvx.com/ops
[dotenv@17.2.3] injecting env (0) from .env -- tip: 🛠️  run anywhere with `dotenvx run -- yourcommand`
[DEBUG] Database Configuration:
Dialect: postgres
Host: aws-1-ap-northeast-2.pooler.supabase.com
Port: 5432
Database: postgres
User: postgres.yqzwfbufcmxzeqfbdlpf
SSL: true
SSL Reject Unauthorized: true
SSL Config: {
  ""require"": true,
  ""rejectUnauthorized"": true
}
Error: Please install pg package manually
    at ConnectionManager._loadDialectModule (/var/task/backend/node_modules/sequelize/lib/dialects/abstract/connection-manager.js:55:15)
    at new ConnectionManager (/var/task/backend/node_modules/sequelize/lib/dialects/postgres/connection-manager.js:15:24)
    at new PostgresDialect (/var/task/backend/node_modules/sequelize/lib/dialects/postgres/index.js:13:30)
    at new Sequelize (/var/task/backend/node_modules/sequelize/lib/sequelize.js:194:20)
    at Object.<anonymous> (/var/task/backend/models/index.js:74:19)
    at Module.<anonymous> (/opt/rust/bytecode.js:2:1435)
    at A.l._compile (/opt/rust/bytecode.js:2:3182)
    at Object..js (node:internal/modules/cjs/loader:1839:10)
    at Module.load (node:internal/modules/cjs/loader:1441:32)
    at Function.<anonymous> (node:internal/modules/cjs/loader:1263:12)
Node.js process exited with exit status: 1. The logs above can help with debugging the issue.","prj_lDoEi9FfSoQ7g3ULmUEpdLvMO42v","","","01KAVH8409W5NW2YFXF2GH8VJK","",-1
"2025-11-24 18:15:36",1764008136713,"inventory.apexitsolutions.co/api/api/settings/business/public","GET","",500,"vjt2l-1764008136390-f5a351fe08fc","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36","error","production","vercel-deploy","","lambda","/backend/server.js","inventory.apexitsolutions.co","inventory.apexitsolutions.co","dpl_6ibpUaJAQ8puz3gEFqiMitoA7zEy",1037,"iad1",144,2048,"","prj_lDoEi9FfSoQ7g3ULmUEpdLvMO42v","","","01KAVH8409W5NW2YFXF2GH8VJK","",1
"2025-11-24 18:15:14",1764008114587,"inventory.apexitsolutions.co/api/swagger.json","GET","",-1,"xhd78-1764008113476-3cf761a01b68","Mozilla/5.0 (l9scan/2.0.13e29373e2839313e2631323; +https://leakix.net)","error","production","vercel-deploy","","lambda","/backend/server.js","inventory.apexitsolutions.co","inventory.apexitsolutions.co","dpl_6ibpUaJAQ8puz3gEFqiMitoA7zEy",-1,"iad1",-1,-1,"[dotenv@17.2.3] injecting env (0) from backend/.env -- tip: 🔐 prevent building .env in docker: https://dotenvx.com/prebuild
[dotenv@17.2.3] injecting env (0) from .env -- tip: 📡 add observability to secrets: https://dotenvx.com/ops
[DEBUG] Database Configuration:
Dialect: postgres
Host: aws-1-ap-northeast-2.pooler.supabase.com
Port: 5432
Database: postgres
User: postgres.yqzwfbufcmxzeqfbdlpf
SSL: true
SSL Reject Unauthorized: true
SSL Config: {
  ""require"": true,
  ""rejectUnauthorized"": true
}
[dotenv@17.2.3] injecting env (0) from backend/.env -- tip: 🔐 prevent building .env in docker: https://dotenvx.com/prebuild
[dotenv@17.2.3] injecting env (0) from .env -- tip: 🔐 prevent building .env in docker: https://dotenvx.com/prebuild
[DEBUG] Database Configuration:
Dialect: postgres
Host: aws-1-ap-northeast-2.pooler.supabase.com
Port: 5432
Database: postgres
User: postgres.yqzwfbufcmxzeqfbdlpf
SSL: true
SSL Reject Unauthorized: true
SSL Config: {
  ""require"": true,
  ""rejectUnauthorized"": true
}
Error: Please install pg package manually
    at ConnectionManager._loadDialectModule (/var/task/backend/node_modules/sequelize/lib/dialects/abstract/connection-manager.js:55:15)
    at new ConnectionManager (/var/task/backend/node_modules/sequelize/lib/dialects/postgres/connection-manager.js:15:24)
    at new PostgresDialect (/var/task/backend/node_modules/sequelize/lib/dialects/postgres/index.js:13:30)
    at new Sequelize (/var/task/backend/node_modules/sequelize/lib/sequelize.js:194:20)
    at Object.<anonymous> (/var/task/backend/models/index.js:74:19)
    at Module.<anonymous> (/opt/rust/bytecode.js:2:1435)
    at A.l._compile (/opt/rust/bytecode.js:2:3182)
    at Object..js (node:internal/modules/cjs/loader:1839:10)
    at Module.load (node:internal/modules/cjs/loader:1441:32)
    at Function.<anonymous> (node:internal/modules/cjs/loader:1263:12)
Node.js process exited with exit status: 1. The logs above can help with debugging the issue.","prj_lDoEi9FfSoQ7g3ULmUEpdLvMO42v","","","01KAVH7DBT8YBR8G3J0QQ76HFJ","",-1
"2025-11-24 18:15:13",1764008113530,"inventory.apexitsolutions.co/api/swagger.json","GET","",500,"xhd78-1764008113476-3cf761a01b68","Mozilla/5.0 (l9scan/2.0.13e29373e2839313e2631323; +https://leakix.net)","error","production","vercel-deploy","","lambda","/backend/server.js","inventory.apexitsolutions.co","inventory.apexitsolutions.co","dpl_6ibpUaJAQ8puz3gEFqiMitoA7zEy",1041,"iad1",145,2048,"","prj_lDoEi9FfSoQ7g3ULmUEpdLvMO42v","","","01KAVH7DBT8YBR8G3J0QQ76HFJ","",1
"2025-11-24 18:15:07",1764008107715,"inventory.apexitsolutions.co/api/gql","POST","",-1,"gc4fn-1764008106449-f83527a4e086","Mozilla/5.0 (l9scan/2.0.13e29373e2839313e2631323; +https://leakix.net)","error","production","vercel-deploy","","lambda","/backend/server.js","inventory.apexitsolutions.co","inventory.apexitsolutions.co","dpl_6ibpUaJAQ8puz3gEFqiMitoA7zEy",-1,"iad1",-1,-1,"[dotenv@17.2.3] injecting env (0) from backend/.env -- tip: 🔑 add access controls to secrets: https://dotenvx.com/ops
[dotenv@17.2.3] injecting env (0) from .env -- tip: ✅ audit secrets and track compliance: https://dotenvx.com/ops
[DEBUG] Database Configuration:
Dialect: postgres
Host: aws-1-ap-northeast-2.pooler.supabase.com
Port: 5432
Database: postgres
User: postgres.yqzwfbufcmxzeqfbdlpf
SSL: true
SSL Reject Unauthorized: true
SSL Config: {
  ""require"": true,
  ""rejectUnauthorized"": true
}
[dotenv@17.2.3] injecting env (0) from backend/.env -- tip: ⚙️  write to custom object with { processEnv: myObject }
[dotenv@17.2.3] injecting env (0) from .env -- tip: ⚙️  suppress all logs with { quiet: true }
[DEBUG] Database Configuration:
Dialect: postgres
Host: aws-1-ap-northeast-2.pooler.supabase.com
Port: 5432
Database: postgres
User: postgres.yqzwfbufcmxzeqfbdlpf
SSL: true
SSL Reject Unauthorized: true
SSL Config: {
  ""require"": true,
  ""rejectUnauthorized"": true
}
Error: Please install pg package manually
    at ConnectionManager._loadDialectModule (/var/task/backend/node_modules/sequelize/lib/dialects/abstract/connection-manager.js:55:15)
    at new ConnectionManager (/var/task/backend/node_modules/sequelize/lib/dialects/postgres/connection-manager.js:15:24)
    at new PostgresDialect (/var/task/backend/node_modules/sequelize/lib/dialects/postgres/index.js:13:30)
    at new Sequelize (/var/task/backend/node_modules/sequelize/lib/sequelize.js:194:20)
    at Object.<anonymous> (/var/task/backend/models/index.js:74:19)
    at Module.<anonymous> (/opt/rust/bytecode.js:2:1435)
    at A.l._compile (/opt/rust/bytecode.js:2:3182)
    at Object..js (node:internal/modules/cjs/loader:1839:10)
    at Module.load (node:internal/modules/cjs/loader:1441:32)
    at Function.<anonymous> (node:internal/modules/cjs/loader:1263:12)
Node.js process exited with exit status: 1. The logs above can help with debugging the issue.","prj_lDoEi9FfSoQ7g3ULmUEpdLvMO42v","","","01KAVH76MHQW1JHWQMEBXYZXR9","",-1
"2025-11-24 18:15:06",1764008106641,"inventory.apexitsolutions.co/api/gql","POST","",500,"gc4fn-1764008106449-f83527a4e086","Mozilla/5.0 (l9scan/2.0.13e29373e2839313e2631323; +https://leakix.net)","error","production","vercel-deploy","","lambda","/backend/server.js","inventory.apexitsolutions.co","inventory.apexitsolutions.co","dpl_6ibpUaJAQ8puz3gEFqiMitoA7zEy",1053,"iad1",145,2048,"","prj_lDoEi9FfSoQ7g3ULmUEpdLvMO42v","","","01KAVH76MHQW1JHWQMEBXYZXR9","",1
"2025-11-24 18:15:04",1764008104972,"inventory.apexitsolutions.co/api/graphql","POST","",-1,"pmvmf-1764008103489-8c9aa400cf30","Mozilla/5.0 (l9scan/2.0.13e29373e2839313e2631323; +https://leakix.net)","error","production","vercel-deploy","","lambda","/backend/server.js","inventory.apexitsolutions.co","inventory.apexitsolutions.co","dpl_6ibpUaJAQ8puz3gEFqiMitoA7zEy",-1,"iad1",-1,-1,"[dotenv@17.2.3] injecting env (0) from backend/.env -- tip: ✅ audit secrets and track compliance: https://dotenvx.com/ops
[dotenv@17.2.3] injecting env (0) from .env -- tip: ⚙️  enable debug logging with { debug: true }
[DEBUG] Database Configuration:
Dialect: postgres
Host: aws-1-ap-northeast-2.pooler.supabase.com
Port: 5432
Database: postgres
User: postgres.yqzwfbufcmxzeqfbdlpf
SSL: true
SSL Reject Unauthorized: true
SSL Config: {
  ""require"": true,
  ""rejectUnauthorized"": true
}
[dotenv@17.2.3] injecting env (0) from backend/.env -- tip: 🔐 prevent committing .env to code: https://dotenvx.com/precommit
[dotenv@17.2.3] injecting env (0) from .env -- tip: 🗂️ backup and recover secrets: https://dotenvx.com/ops
[DEBUG] Database Configuration:
Dialect: postgres
Host: aws-1-ap-northeast-2.pooler.supabase.com
Port: 5432
Database: postgres
User: postgres.yqzwfbufcmxzeqfbdlpf
SSL: true
SSL Reject Unauthorized: true
SSL Config: {
  ""require"": true,
  ""rejectUnauthorized"": true
}
Error: Please install pg package manually
    at ConnectionManager._loadDialectModule (/var/task/backend/node_modules/sequelize/lib/dialects/abstract/connection-manager.js:55:15)
    at new ConnectionManager (/var/task/backend/node_modules/sequelize/lib/dialects/postgres/connection-manager.js:15:24)
    at new PostgresDialect (/var/task/backend/node_modules/sequelize/lib/dialects/postgres/index.js:13:30)
    at new Sequelize (/var/task/backend/node_modules/sequelize/lib/sequelize.js:194:20)
    at Object.<anonymous> (/var/task/backend/models/index.js:74:19)
    at Module.<anonymous> (/opt/rust/bytecode.js:2:1435)
    at A.l._compile (/opt/rust/bytecode.js:2:3182)
    at Object..js (node:internal/modules/cjs/loader:1839:10)
    at Module.load (node:internal/modules/cjs/loader:1441:32)
    at Function.<anonymous> (node:internal/modules/cjs/loader:1263:12)
Node.js process exited with exit status: 1. The logs above can help with debugging the issue.","prj_lDoEi9FfSoQ7g3ULmUEpdLvMO42v","","","01KAVH73YX8Y66N31W27NB1B6Z","",-1
"2025-11-24 18:15:03",1764008103901,"inventory.apexitsolutions.co/api/graphql","POST","",500,"pmvmf-1764008103489-8c9aa400cf30","Mozilla/5.0 (l9scan/2.0.13e29373e2839313e2631323; +https://leakix.net)","error","production","vercel-deploy","","lambda","/backend/server.js","inventory.apexitsolutions.co","inventory.apexitsolutions.co","dpl_6ibpUaJAQ8puz3gEFqiMitoA7zEy",1047,"iad1",144,2048,"","prj_lDoEi9FfSoQ7g3ULmUEpdLvMO42v","","","01KAVH73YX8Y66N31W27NB1B6Z","",1
"2025-11-24 18:14:44",1764008084157,"inventory.apexitsolutions.co/api/swagger.json","GET","",-1,"5wg4d-1764008083077-194d6d6e3281","Mozilla/5.0 (l9scan/2.0.13e27313e29323e24363; +https://leakix.net)","error","production","vercel-deploy","","lambda","/backend/server.js","inventory.apexitsolutions.co","inventory.apexitsolutions.co","dpl_6ibpUaJAQ8puz3gEFqiMitoA7zEy",-1,"iad1",-1,-1,"[dotenv@17.2.3] injecting env (0) from backend/.env -- tip: 🔄 add secrets lifecycle management: https://dotenvx.com/ops
[dotenv@17.2.3] injecting env (0) from .env -- tip: 👥 sync secrets across teammates & machines: https://dotenvx.com/ops
[DEBUG] Database Configuration:
Dialect: postgres
Host: aws-1-ap-northeast-2.pooler.supabase.com
Port: 5432
Database: postgres
User: postgres.yqzwfbufcmxzeqfbdlpf
SSL: true
SSL Reject Unauthorized: true
SSL Config: {
  ""require"": true,
  ""rejectUnauthorized"": true
}
[dotenv@17.2.3] injecting env (0) from backend/.env -- tip: ⚙️  suppress all logs with { quiet: true }
[dotenv@17.2.3] injecting env (0) from .env -- tip: ⚙️  specify custom .env file path with { path: '/custom/path/.env' }
[DEBUG] Database Configuration:
Dialect: postgres
Host: aws-1-ap-northeast-2.pooler.supabase.com
Port: 5432
Database: postgres
User: postgres.yqzwfbufcmxzeqfbdlpf
SSL: true
SSL Reject Unauthorized: true
SSL Config: {
  ""require"": true,
  ""rejectUnauthorized"": true
}
Error: Please install pg package manually
    at ConnectionManager._loadDialectModule (/var/task/backend/node_modules/sequelize/lib/dialects/abstract/connection-manager.js:55:15)
    at new ConnectionManager (/var/task/backend/node_modules/sequelize/lib/dialects/postgres/connection-manager.js:15:24)
    at new PostgresDialect (/var/task/backend/node_modules/sequelize/lib/dialects/postgres/index.js:13:30)
    at new Sequelize (/var/task/backend/node_modules/sequelize/lib/sequelize.js:194:20)
    at Object.<anonymous> (/var/task/backend/models/index.js:74:19)
    at Module.<anonymous> (/opt/rust/bytecode.js:2:1435)
    at A.l._compile (/opt/rust/bytecode.js:2:3182)
    at Object..js (node:internal/modules/cjs/loader:1839:10)
    at Module.load (node:internal/modules/cjs/loader:1441:32)
    at Function.<anonymous> (node:internal/modules/cjs/loader:1263:12)
Node.js process exited with exit status: 1. The logs above can help with debugging the issue.","prj_lDoEi9FfSoQ7g3ULmUEpdLvMO42v","","","01KAVH6FNHJ2PYD6KPFDRD3F99","",-1
"2025-11-24 18:14:43",1764008083121,"inventory.apexitsolutions.co/api/swagger.json","GET","",500,"5wg4d-1764008083077-194d6d6e3281","Mozilla/5.0 (l9scan/2.0.13e27313e29323e24363; +https://leakix.net)","error","production","vercel-deploy","","lambda","/backend/server.js","inventory.apexitsolutions.co","inventory.apexitsolutions.co","dpl_6ibpUaJAQ8puz3gEFqiMitoA7zEy",1014,"iad1",145,2048,"","prj_lDoEi9FfSoQ7g3ULmUEpdLvMO42v","","","01KAVH6FNHJ2PYD6KPFDRD3F99","",1
"2025-11-24 18:14:42",1764008082803,"inventory.apexitsolutions.co/api/gql","POST","",-1,"gfjw9-1764008081729-1c7faa22f79d","Mozilla/5.0 (l9scan/2.0.13e27313e29323e24363; +https://leakix.net)","error","production","vercel-deploy","","lambda","/backend/server.js","inventory.apexitsolutions.co","inventory.apexitsolutions.co","dpl_6ibpUaJAQ8puz3gEFqiMitoA7zEy",-1,"iad1",-1,-1,"[dotenv@17.2.3] injecting env (0) from backend/.env -- tip: 👥 sync secrets across teammates & machines: https://dotenvx.com/ops
[dotenv@17.2.3] injecting env (0) from .env -- tip: 🔄 add secrets lifecycle management: https://dotenvx.com/ops
[DEBUG] Database Configuration:
Dialect: postgres
Host: aws-1-ap-northeast-2.pooler.supabase.com
Port: 5432
Database: postgres
User: postgres.yqzwfbufcmxzeqfbdlpf
SSL: true
SSL Reject Unauthorized: true
SSL Config: {
  ""require"": true,
  ""rejectUnauthorized"": true
}
[dotenv@17.2.3] injecting env (0) from backend/.env -- tip: 👥 sync secrets across teammates & machines: https://dotenvx.com/ops
[dotenv@17.2.3] injecting env (0) from .env -- tip: 🔐 prevent committing .env to code: https://dotenvx.com/precommit
[DEBUG] Database Configuration:
Dialect: postgres
Host: aws-1-ap-northeast-2.pooler.supabase.com
Port: 5432
Database: postgres
User: postgres.yqzwfbufcmxzeqfbdlpf
SSL: true
SSL Reject Unauthorized: true
SSL Config: {
  ""require"": true,
  ""rejectUnauthorized"": true
}
Error: Please install pg package manually
    at ConnectionManager._loadDialectModule (/var/task/backend/node_modules/sequelize/lib/dialects/abstract/connection-manager.js:55:15)
    at new ConnectionManager (/var/task/backend/node_modules/sequelize/lib/dialects/postgres/connection-manager.js:15:24)
    at new PostgresDialect (/var/task/backend/node_modules/sequelize/lib/dialects/postgres/index.js:13:30)
    at new Sequelize (/var/task/backend/node_modules/sequelize/lib/sequelize.js:194:20)
    at Object.<anonymous> (/var/task/backend/models/index.js:74:19)
    at Module.<anonymous> (/opt/rust/bytecode.js:2:1435)
    at A.l._compile (/opt/rust/bytecode.js:2:3182)
    at Object..js (node:internal/modules/cjs/loader:1839:10)
    at Module.load (node:internal/modules/cjs/loader:1441:32)
    at Function.<anonymous> (node:internal/modules/cjs/loader:1263:12)
Node.js process exited with exit status: 1. The logs above can help with debugging the issue.","prj_lDoEi9FfSoQ7g3ULmUEpdLvMO42v","","","01KAVH6EBDBXNFB97DPMVAW8RQ","",-1
"2025-11-24 18:14:41",1764008081772,"inventory.apexitsolutions.co/api/gql","POST","",500,"gfjw9-1764008081729-1c7faa22f79d","Mozilla/5.0 (l9scan/2.0.13e27313e29323e24363; +https://leakix.net)","error","production","vercel-deploy","","lambda","/backend/server.js","inventory.apexitsolutions.co","inventory.apexitsolutions.co","dpl_6ibpUaJAQ8puz3gEFqiMitoA7zEy",1002,"iad1",146,2048,"","prj_lDoEi9FfSoQ7g3ULmUEpdLvMO42v","","","01KAVH6EBDBXNFB97DPMVAW8RQ","",1
